0,0,0,0,0,0
1,0,0.0,0,0,0
1,1,0.0,0,0,0
2,0,-0.000484165371736,0,3.5610635E-11,0
2,1,-1.86987635955E-10,1.19528012031E-09,1E-30,1E-30
2,2,2.43914352398E-06,-1.40016683654E-06,5.3739154E-11,5.4353269E-11
3,0,9.57254173792E-07,0,1.8094237E-11,0
3,1,2.02998882184E-06,2.48513158716E-07,1.3965165E-10,1.3645882E-10
3,2,9.04627768605E-07,-6.19025944205E-07,1.0962329E-10,1.1182866E-10
3,3,7.21072657057E-07,1.41435626958E-06,9.5156281E-11,9.328509E-11
4,0,5.39873863789E-07,0,1.0423678E-10,0
4,1,-5.36321616971E-07,-4.73440265853E-07,8.5674404E-11,8.2408489E-11
4,2,3.50694105785E-07,6.6267157254E-07,1.6000186E-10,1.6390576E-10
4,3,9.90771803829E-07,-2.00928369177E-07,8.4657802E-11,8.2662506E-11
4,4,-1.88560802735E-07,3.08853169333E-07,8.7315359E-11,8.7852819E-11
5,0,6.8532347563E-08,0,5.438309E-11,0
5,1,-6.21012128528E-08,-9.44226127525E-08,2.7996887E-10,2.8082882E-10
5,2,6.52438297612E-07,-3.23349612668E-07,2.3747375E-10,2.4356998E-10
5,3,-4.51955406071E-07,-2.14847190624E-07,1.7111636E-10,1.6810647E-10
5,4,-2.95301647654E-07,4.96658876769E-08,1.1981266E-10,1.1849793E-10
5,5,1.74971983203E-07,-6.69384278219E-07,1.1642563E-10,1.1590031E-10
6,0,-1.49957994714E-07,0,1.4497863E-10,0
6,1,-7.60879384947E-08,2.62890545501E-08,2.2415138E-10,2.1957296E-10
6,2,4.81732442832E-08,-3.73728201347E-07,2.7697363E-10,2.8105811E-10
6,3,5.71730990516E-08,9.02694517163E-09,1.9432407E-10,1.8682712E-10
6,4,-8.62142660109E-08,-4.71408154267E-07,1.522915E-10,1.5328004E-10
6,5,-2.6713332549E-07,-5.36488432483E-07,8.983847E-11,8.7820905E-11
6,6,9.67616121092E-09,-2.37192006935E-07,1.133201E-10,1.1518036E-10
7,0,9.0978937145E-08,0,1.3919821E-10,0
7,1,2.79872910488E-07,9.54336911867E-08,4.3500231E-10,4.258482E-10
7,2,3.29743816488E-07,9.30667596042E-08,3.9034671E-10,3.9858085E-10
7,3,2.50398657706E-07,-2.17198608738E-07,3.264693E-10,3.1799577E-10
